"","ENSEMBL","SYMBOL","SRR9309444_SAM_Outputfile_Counts","SRR9309445_SAM_Outputfile_Counts"
"35901","ENSG00000241400","RPL31P21",0,0
"35902","ENSG00000241404","EGFL8",142,197
"35903","ENSG00000241406","RN7SL515P",0,0
"35904","ENSG00000241409",NA,0,1
"35905","ENSG00000241411",NA,3,4
"35906","ENSG00000241413","RN7SL441P",4,5
"35907","ENSG00000241416",NA,0,0
"35908","ENSG00000241418",NA,0,0
"35909","ENSG00000241420","RN7SL505P",0,0
"35910","ENSG00000241423","RPL21P103",0,0
"35911","ENSG00000241429","EEF1A1P25",9,9
"35912","ENSG00000241431","RPL37P6",5,5
"35913","ENSG00000241434",NA,0,0
"35914","ENSG00000241438",NA,1,1
"35915","ENSG00000241439",NA,0,1
"35916","ENSG00000241449",NA,0,0
"35917","ENSG00000241451","RPS27P22",0,0
"35918","ENSG00000241456",NA,1,0
"35919","ENSG00000241457",NA,0,0
"35920","ENSG00000241458","RPL7P19",13,10
"35921","ENSG00000241461","RN7SL182P",1,0
"35922","ENSG00000241462",NA,0,0
"35923","ENSG00000241464",NA,3,6
"35924","ENSG00000241468","ATP5MF",8293,9144
"35925","ENSG00000241469","LINC00635",0,0
"35926","ENSG00000241472","PTPRG-AS1",47,23
"35927","ENSG00000241473",NA,0,0
"35928","ENSG00000241475",NA,0,0
"35929","ENSG00000241476","SSX2",0,0
"35930","ENSG00000241478",NA,6,3
"35931","ENSG00000241479","MECOM-AS1",0,0
"35932","ENSG00000241484","ARHGAP8",30,8
"35933","ENSG00000241487","RN7SL586P",0,0
"35934","ENSG00000241489",NA,99,83
"35935","ENSG00000241490","LOC107986115",0,1
"35936","ENSG00000241493",NA,1,4
"35937","ENSG00000241494","RPL26P4",9,11
"35938","ENSG00000241499",NA,4,0
"35939","ENSG00000241505",NA,0,0
"35940","ENSG00000241506","PSMC1P1",80,67
"35941","ENSG00000241511","RPS15AP24",6,5
"35942","ENSG00000241520",NA,6,2
"35943","ENSG00000241524","RN7SL632P",0,0
"35944","ENSG00000241525","LOC105371430",3,1
"35945","ENSG00000241526",NA,2,0
"35946","ENSG00000241527","CA15P1",0,2
"35947","ENSG00000241529",NA,8,0
"35948","ENSG00000241532",NA,17,14
"35949","ENSG00000241535",NA,2,3
"35950","ENSG00000241537",NA,6,13
"35951","ENSG00000241539",NA,0,0
"35952","ENSG00000241542","RN7SL369P",0,0
"35953","ENSG00000241544","LINC02029",1,0
"35954","ENSG00000241546",NA,0,0
"35955","ENSG00000241547",NA,13,11
"35956","ENSG00000241549","GUSBP2",29,16
"35957","ENSG00000241550","RN7SL41P",0,0
"35958","ENSG00000241552","RN7SL58P",0,0
"35959","ENSG00000241553","ARPC4",6320,8732
"35960","ENSG00000241556",NA,6,2
"35961","ENSG00000241560","ZBTB20-AS1",14,8
"35962","ENSG00000241562","RPL7P5",0,1
"35963","ENSG00000241563","CORT",17,11
"35964","ENSG00000241566","IGKV2D-24",0,0
"35965","ENSG00000241568","RN7SL338P",1,5
"35966","ENSG00000241570","PAQR9-AS1",2,4
"35967","ENSG00000241571","ATP5F1AP7",0,0
"35968","ENSG00000241572",NA,0,0
"35969","ENSG00000241573",NA,0,0
"35970","ENSG00000241577",NA,0,0
"35971","ENSG00000241582","RPL23AP8",0,3
"35972","ENSG00000241587","RN7SL482P",0,0
"35973","ENSG00000241588","RN7SL484P",0,0
"35974","ENSG00000241590","RPL17P37",0,0
"35975","ENSG00000241592",NA,0,0
"35976","ENSG00000241593",NA,4,7
"35977","ENSG00000241595","KRTAP9-4",0,0
"35978","ENSG00000241596",NA,0,0
"35979","ENSG00000241597","RPS9P3",0,0
"35980","ENSG00000241598","KRTAP5-4",0,0
"35981","ENSG00000241599",NA,0,0
"35982","ENSG00000241604","RN7SL340P",0,0
"35983","ENSG00000241607",NA,0,0
"35984","ENSG00000241612","RPL21P46",18,11
"35985","ENSG00000241613","RN7SL618P",0,0
"35986","ENSG00000241621",NA,0,0
"35987","ENSG00000241622",NA,10,18
"35988","ENSG00000241625","RN7SL18P",0,0
"35989","ENSG00000241627",NA,255,200
"35990","ENSG00000241631","RN7SL316P",1,0
"35991","ENSG00000241634","RPL13P8",15,23
"35992","ENSG00000241635","UGT1A1",0,0
"35993","ENSG00000241636",NA,2,0
"35994","ENSG00000241640",NA,0,0
"35995","ENSG00000241641",NA,4,0
"35996","ENSG00000241644","INMT",882,697
"35997","ENSG00000241648","CADM2-AS2",0,0
"35998","ENSG00000241651",NA,9,24
"35999","ENSG00000241652","RN7SL253P",8,0
"36000","ENSG00000241654","RPL19P18",0,0
"36001","ENSG00000241656",NA,0,0
"36002","ENSG00000241657","TRBV11-2",0,0
"36003","ENSG00000241661",NA,3,0
"36004","ENSG00000241665","RN7SL418P",0,0
"36005","ENSG00000241666",NA,0,0
"36006","ENSG00000241667",NA,0,0
"36007","ENSG00000241668","RPL19P11",1,0
"36008","ENSG00000241669","LINC01327",0,0
"36009","ENSG00000241671","LOC100418712",23,7
"36010","ENSG00000241673",NA,0,0
"36011","ENSG00000241678","RPL21P94",0,0
"36012","ENSG00000241679",NA,1,0
"36013","ENSG00000241680","RPL31P49",50,44
"36014","ENSG00000241684","ADAMTS9-AS2",45,29
"36015","ENSG00000241685","ARPC1A",2329,2572
"36016","ENSG00000241690",NA,0,0
"36017","ENSG00000241693","RN7SL704P",6,8
"36018","ENSG00000241695",NA,0,0
"36019","ENSG00000241696","LINC02053",0,0
"36020","ENSG00000241697","TMEFF1",62,32
"36021","ENSG00000241709","RN7SL265P",0,0
"36022","ENSG00000241717","VWFP1",1,0
"36023","ENSG00000241720",NA,11,5
"36024","ENSG00000241721",NA,0,0
"36025","ENSG00000241722","RPL36AP23",1,0
"36026","ENSG00000241723",NA,0,0
"36027","ENSG00000241728",NA,0,0
"36028","ENSG00000241735","FABP5P3",0,2
"36029","ENSG00000241738",NA,0,4
"36030","ENSG00000241739","RPL21P56",0,1
"36031","ENSG00000241741","RPL7AP30",2216,2025
"36032","ENSG00000241743",NA,7,7
"36033","ENSG00000241744","RPS6P19",0,0
"36034","ENSG00000241745","RN7SL788P",0,0
"36035","ENSG00000241746","RPL13AP18",0,0
"36036","ENSG00000241749","RPSAP52",267,133
"36037","ENSG00000241754",NA,0,0
"36038","ENSG00000241755","IGKV1-9",0,0
"36039","ENSG00000241756","RN7SL83P",0,0
"36040","ENSG00000241757","RN7SL714P",0,0
"36041","ENSG00000241764","CBLL1-AS1",93,67
"36042","ENSG00000241765","RPS26P45",3,0
"36043","ENSG00000241767","LINC01324",2,0
"36044","ENSG00000241769","EOLA1-DT",72,59
"36045","ENSG00000241770",NA,4,1
"36046","ENSG00000241772",NA,4,0
"36047","ENSG00000241776","LOC100130326",0,0
"36048","ENSG00000241777",NA,0,0
"36049","ENSG00000241782","RPL21P95",1,1
"36050","ENSG00000241785","RN7SL390P",0,1
"36051","ENSG00000241787","MTND4P16",0,1
"36052","ENSG00000241788",NA,0,0
"36053","ENSG00000241789","RN7SL504P",0,0
"36054","ENSG00000241790",NA,0,0
"36055","ENSG00000241791","RN7SL817P",0,0
"36056","ENSG00000241792",NA,0,0
"36057","ENSG00000241794","SPRR2A",0,0
"36058","ENSG00000241804","LOC100421672",3,0
"36059","ENSG00000241807","RN7SL319P",0,0
"36060","ENSG00000241808","RPS15AP34",0,0
"36061","ENSG00000241809","RPL17P21",0,0
"36062","ENSG00000241810",NA,0,0
"36063","ENSG00000241815",NA,0,0
"36064","ENSG00000241818","SCG5-AS1",1,2
"36065","ENSG00000241821","RN7SL170P",0,0
"36066","ENSG00000241825",NA,0,0
"36067","ENSG00000241828","RPS20P29",0,0
"36068","ENSG00000241829","RPL21P54",5,1
"36069","ENSG00000241832","CECR3",0,0
"36070","ENSG00000241834","RN7SL149P",0,0
"36071","ENSG00000241837","ATP5PO",4079,4052
"36072","ENSG00000241838",NA,0,0
"36073","ENSG00000241839","PLEKHO2",7643,6794
"36074","ENSG00000241846",NA,0,0
"36075","ENSG00000241852","C8orf58",1926,1397
"36076","ENSG00000241853","RPL31P24",0,0
"36077","ENSG00000241859",NA,0,0
"36078","ENSG00000241860",NA,4,2
"36079","ENSG00000241861","GAPDHP50",0,0
"36080","ENSG00000241866","RN7SL401P",0,0
"36081","ENSG00000241868","RN7SL434P",6,2
"36082","ENSG00000241869","RN7SL363P",0,0
"36083","ENSG00000241870","RPL13P10",0,0
"36084","ENSG00000241874","TOMM22P6",0,0
"36085","ENSG00000241877","RPL19P8",0,0
"36086","ENSG00000241878","PISD",3271,2439
"36087","ENSG00000241879",NA,0,0
"36088","ENSG00000241881",NA,0,0
"36089","ENSG00000241882",NA,0,0
"36090","ENSG00000241884",NA,1,0
"36091","ENSG00000241886",NA,10,1
"36092","ENSG00000241888",NA,0,0
"36093","ENSG00000241889",NA,4,12
"36094","ENSG00000241890","RPL13P4",1,0
"36095","ENSG00000241891","RPL9P6",0,0
"36096","ENSG00000241899","TPT1P3",0,0
"36097","ENSG00000241905","NDUFS6P1",1,0
"36098","ENSG00000241907",NA,5,0
"36099","ENSG00000241911","TRBVB",0,0
"36100","ENSG00000241912",NA,0,1
"36101","ENSG00000241913",NA,0,0
"36102","ENSG00000241917","RPL9P24",0,0
"36103","ENSG00000241921",NA,0,0
"36104","ENSG00000241923","RPL14P3",107,87
"36105","ENSG00000241926","MTCO1P55",0,0
"36106","ENSG00000241929",NA,0,0
"36107","ENSG00000241932",NA,0,0
"36108","ENSG00000241933","DENND6A-DT",1,1
"36109","ENSG00000241935","HOGA1",13,28
"36110","ENSG00000241939","RN7SL517P",0,0
"36111","ENSG00000241941","RPL32P26",0,0
"36112","ENSG00000241942","RPS20P20",0,0
"36113","ENSG00000241943","RN7SL188P",0,0
"36114","ENSG00000241945","PWP2",112,34
"36115","ENSG00000241946",NA,0,0
"36116","ENSG00000241947",NA,0,0
"36117","ENSG00000241950",NA,0,0
"36118","ENSG00000241954",NA,5,6
"36119","ENSG00000241956","LOC102546299",0,0
"36120","ENSG00000241959","RN7SL76P",0,0
"36121","ENSG00000241961","RPL17P31",0,0
"36122","ENSG00000241962",NA,33,10
"36123","ENSG00000241963","RN7SL655P",0,0
"36124","ENSG00000241964","RN7SL135P",0,0
"36125","ENSG00000241965",NA,0,0
"36126","ENSG00000241973","PI4KA",9919,12103
"36127","ENSG00000241975",NA,35,13
"36128","ENSG00000241981","RPL21P49",1,0
"36129","ENSG00000241983","RN7SL566P",20,6
"36130","ENSG00000241984",NA,5,8
"36131","ENSG00000241985",NA,0,0
"36132","ENSG00000241990",NA,70,84
"36133","ENSG00000241991",NA,1,1
"36134","ENSG00000241992","RN7SL831P",0,0
"36135","ENSG00000241993",NA,0,0
"36136","ENSG00000241997","RN7SL323P",0,0
"36137","ENSG00000242001",NA,1,0
"36138","ENSG00000242009",NA,0,0
"36139","ENSG00000242012",NA,0,0
"36140","ENSG00000242014","RN7SL26P",0,0
"36141","ENSG00000242017",NA,11,9
"36142","ENSG00000242019","KIR3DL3",0,0
"36143","ENSG00000242020","RN7SL68P",4,2
"36144","ENSG00000242021",NA,0,0
"36145","ENSG00000242028","HYPK",263,281
"36146","ENSG00000242029",NA,0,0
"36147","ENSG00000242034",NA,0,0
"36148","ENSG00000242036","LOC107986039",0,0
"36149","ENSG00000242041",NA,0,0
"36150","ENSG00000242042","LINC01743",0,0
"36151","ENSG00000242048","LOC644090",0,0
"36152","ENSG00000242049","DNAJB8-AS1",1,0
"36153","ENSG00000242052","RPL10P7",7,3
"36154","ENSG00000242058","RPS4XP19",0,0
"36155","ENSG00000242060","RPS3AP49",8,2
"36156","ENSG00000242061","RPL26P2",0,0
"36157","ENSG00000242062",NA,0,0
"36158","ENSG00000242065","RN7SL291P",0,0
"36159","ENSG00000242066","RN7SL214P",0,0
"36160","ENSG00000242067","RPL9P28",7,4
"36161","ENSG00000242068",NA,0,1
"36162","ENSG00000242070","NPM1P17",0,0
"36163","ENSG00000242071","RPL7AP6",3336,3003
"36164","ENSG00000242072",NA,0,0
"36165","ENSG00000242073",NA,0,0
"36166","ENSG00000242076","IGKV1-33",0,0
"36167","ENSG00000242078",NA,0,0
"36168","ENSG00000242079","RN7SL318P",0,0
"36169","ENSG00000242080","RPL36AP20",0,0
"36170","ENSG00000242082","SLC5A4-AS1",0,0
"36171","ENSG00000242083","RPL7AP31",52,36
"36172","ENSG00000242085","RPS20P33",20,10
"36173","ENSG00000242086","SDHAP2",1105,524
"36174","ENSG00000242087","RPL36AP41",0,0
"36175","ENSG00000242088",NA,2,6
"36176","ENSG00000242094",NA,0,2
"36177","ENSG00000242097",NA,0,0
"36178","ENSG00000242100","RPL9P32",5,3
"36179","ENSG00000242101","RN7SL416P",0,0
"36180","ENSG00000242102","RN7SL152P",0,0
"36181","ENSG00000242103","LOC100422044",0,0
"36182","ENSG00000242104",NA,8,5
"36183","ENSG00000242107",NA,0,0
"36184","ENSG00000242109","NPM1P23",0,0
"36185","ENSG00000242110","AMACR",153,132
"36186","ENSG00000242111",NA,0,0
"36187","ENSG00000242113","RN7SL124P",0,0
"36188","ENSG00000242114","MTFP1",179,191
"36189","ENSG00000242118","RN7SL201P",0,0
"36190","ENSG00000242119",NA,0,0
"36191","ENSG00000242120","MDFIC2",0,0
"36192","ENSG00000242121","RN7SL267P",0,0
"36193","ENSG00000242123","RPL36AP47",0,0
"36194","ENSG00000242125","SNHG3",1764,1471
"36195","ENSG00000242134","RPL5P13",0,0
"36196","ENSG00000242135","RPL17P2",0,0
"36197","ENSG00000242136",NA,0,0
"36198","ENSG00000242137","RPL11P5",0,0
"36199","ENSG00000242140",NA,0,0
"36200","ENSG00000242142",NA,1,0
"36201","ENSG00000242145",NA,0,0
"36202","ENSG00000242147","LINC02677",17,0
"36203","ENSG00000242151",NA,0,0
"36204","ENSG00000242152",NA,0,0
"36205","ENSG00000242153","TTTY9A",0,0
"36206","ENSG00000242154",NA,0,2
"36207","ENSG00000242156",NA,1,1
"36208","ENSG00000242158","RN7SL361P",0,0
"36209","ENSG00000242159","ABCF2P1",0,0
"36210","ENSG00000242162",NA,0,0
"36211","ENSG00000242163",NA,0,0
"36212","ENSG00000242165","RN7SL222P",0,0
"36213","ENSG00000242169","RPL7AP27",0,0
"36214","ENSG00000242170","RN7SL329P",0,3
"36215","ENSG00000242173","ARHGDIG",177,68
"36216","ENSG00000242175","RN7SL127P",2,0
"36217","ENSG00000242176",NA,0,0
"36218","ENSG00000242178",NA,0,0
"36219","ENSG00000242182","RN7SL745P",1,0
"36220","ENSG00000242186",NA,0,0
"36221","ENSG00000242190",NA,2,0
"36222","ENSG00000242193","CRYZL2P",587,523
"36223","ENSG00000242195",NA,0,0
"36224","ENSG00000242197","RPL37P14",0,0
"36225","ENSG00000242198",NA,6,6
"36226","ENSG00000242199","RPS26P22",1,1
"36227","ENSG00000242201","RN7SL215P",0,0
"36228","ENSG00000242206",NA,0,0
"36229","ENSG00000242207","HOXB-AS4",0,0
"36230","ENSG00000242208","RPL5P29",0,1
"36231","ENSG00000242209",NA,0,0
"36232","ENSG00000242214","MTND3P6",0,0
"36233","ENSG00000242216","RN7SL97P",0,0
"36234","ENSG00000242220","TCP10L",5,1
"36235","ENSG00000242221","PSG2",580,921
"36236","ENSG00000242222",NA,0,0
"36237","ENSG00000242229","RPS3AP14",1,0
"36238","ENSG00000242236","RN7SL594P",0,0
"36239","ENSG00000242241","RN7SL306P",0,1
"36240","ENSG00000242242",NA,91,34
"36241","ENSG00000242244",NA,0,0
"36242","ENSG00000242246",NA,0,0
"36243","ENSG00000242247","ARFGAP3",10650,8164
"36244","ENSG00000242248","RPL7AP57",0,0
"36245","ENSG00000242251","RN7SL20P",0,0
"36246","ENSG00000242252","BGLAP",21,5
"36247","ENSG00000242255",NA,0,0
"36248","ENSG00000242256","RN7SL57P",0,0
"36249","ENSG00000242258","LINC00996",1,0
"36250","ENSG00000242259","C22orf39",2283,1647
"36251","ENSG00000242261","LOC100418961",0,0
"36252","ENSG00000242262",NA,53,36
"36253","ENSG00000242265","PEG10",5011,1658
"36254","ENSG00000242266","RN7SL456P",0,0
"36255","ENSG00000242267",NA,0,0
"36256","ENSG00000242268","LINC02082",13,8
"36257","ENSG00000242272",NA,0,0
"36258","ENSG00000242276","RPL5P3",0,0
"36259","ENSG00000242278","RPS3AP48",0,0
"36260","ENSG00000242279","RPL7AP54",0,0
"36261","ENSG00000242280","SLC16A1P1",0,0
"36262","ENSG00000242281","RN7SL159P",0,0
"36263","ENSG00000242282",NA,3,3
"36264","ENSG00000242285",NA,0,0
"36265","ENSG00000242288","BMS1P4-AGAP5",8,4
"36266","ENSG00000242290","ZBTB20-AS5",0,0
"36267","ENSG00000242291","RPL36AP51",0,0
"36268","ENSG00000242292",NA,0,0
"36269","ENSG00000242293",NA,0,0
"36270","ENSG00000242294","STAG3L5P",256,216
"36271","ENSG00000242295","RPL31P55",2,0
"36272","ENSG00000242296",NA,0,3
"36273","ENSG00000242299","RPS18P5",2615,2108
"36274","ENSG00000242307",NA,2,5
"36275","ENSG00000242308",NA,0,1
"36276","ENSG00000242314",NA,0,0
"36277","ENSG00000242315","RN7SL685P",1,0
"36278","ENSG00000242317",NA,0,0
"36279","ENSG00000242318","RPL21P48",3,0
"36280","ENSG00000242320","RPL21P126",0,0
"36281","ENSG00000242321","RPL23AP40",0,0
"36282","ENSG00000242324",NA,0,0
"36283","ENSG00000242325","RPS12P31",2,5
"36284","ENSG00000242326",NA,0,0
"36285","ENSG00000242327","RPS13P8",1,0
"36286","ENSG00000242329","RPL37AP9",1,0
"36287","ENSG00000242330","RN7SL683P",0,0
"36288","ENSG00000242337",NA,49,18
"36289","ENSG00000242338",NA,22,32
"36290","ENSG00000242339","LINC02025",0,0
"36291","ENSG00000242341","RN7SL646P",0,0
"36292","ENSG00000242348","RN7SL561P",0,0
"36293","ENSG00000242352",NA,4,1
"36294","ENSG00000242353",NA,0,0
"36295","ENSG00000242358",NA,0,0
"36296","ENSG00000242360","RN7SL272P",0,0
"36297","ENSG00000242362","CT47A2",0,0
"36298","ENSG00000242364","LOC111501764",0,0
"36299","ENSG00000242365",NA,0,0
"36300","ENSG00000242366","UGT1A8",0,0
"36301","ENSG00000242370","KCNAB1-AS1",0,0
"36302","ENSG00000242371","IGKV1-39",0,0
"36303","ENSG00000242372","EIF6",7653,8132
"36304","ENSG00000242375",NA,8,4
"36305","ENSG00000242381","RN7SL741P",0,0
"36306","ENSG00000242385","LINC00901",0,0
"36307","ENSG00000242387",NA,0,0
"36308","ENSG00000242389","RBMY1E",0,0
"36309","ENSG00000242390",NA,0,0
"36310","ENSG00000242391",NA,3,0
"36311","ENSG00000242393",NA,0,0
"36312","ENSG00000242396",NA,0,0
"36313","ENSG00000242398","RN7SL800P",0,0
"36314","ENSG00000242399","RPS20P23",0,1
"36315","ENSG00000242405","RPL21P100",4,0
"36316","ENSG00000242407",NA,0,0
"36317","ENSG00000242411",NA,0,0
"36318","ENSG00000242412","DBIL5P2",1,1
"36319","ENSG00000242417","RPL18P1",0,0
"36320","ENSG00000242419","PCDHGC4",22,33
"36321","ENSG00000242423","RPL12P36",0,0
"36322","ENSG00000242428","CFAP20DC-AS1",1,0
"36323","ENSG00000242430","RN7SL274P",0,0
"36324","ENSG00000242431","RPL21P52",1,3
"36325","ENSG00000242435","UPK3BP1",0,1
"36326","ENSG00000242436","RN7SL789P",1,0
"36327","ENSG00000242439","RPS17P3",1,0
"36328","ENSG00000242440",NA,0,0
"36329","ENSG00000242441","GTF2A1L",1,0
"36330","ENSG00000242444","RPL18P9",0,0
"36331","ENSG00000242445","RPL7AP11",11,5
"36332","ENSG00000242456","MTCO3P38",0,0
"36333","ENSG00000242457","RBBP4P2",63,76
"36334","ENSG00000242461","RPS15AP32",0,0
"36335","ENSG00000242472","IGHJ5",0,0
"36336","ENSG00000242473","KIR2DP1",0,0
"36337","ENSG00000242474",NA,55,28
"36338","ENSG00000242477","RPL10AP9",105,167
"36339","ENSG00000242479","LOC731755",0,0
"36340","ENSG00000242482","RN7SL392P",0,0
"36341","ENSG00000242483","RN7SL293P",0,0
"36342","ENSG00000242485","MRPL20",3392,3724
"36343","ENSG00000242488",NA,1,1
"36344","ENSG00000242493","RN7SL37P",1,0
"36345","ENSG00000242498","ARPIN",3081,2570
"36346","ENSG00000242507",NA,0,0
"36347","ENSG00000242509","RN7SL156P",0,0
"36348","ENSG00000242510","NDUFB4P1",0,0
"36349","ENSG00000242512","LINC01206",1,1
"36350","ENSG00000242515","UGT1A10",0,0
"36351","ENSG00000242516","LINC00960",2099,2187
"36352","ENSG00000242520",NA,0,3
"36353","ENSG00000242522","KLHL6-AS1",0,0
"36354","ENSG00000242524","OR2U2P",0,0
"36355","ENSG00000242525","OR7E100P",0,0
"36356","ENSG00000242527",NA,0,0
"36357","ENSG00000242529",NA,0,0
"36358","ENSG00000242531",NA,1,2
"36359","ENSG00000242534","IGKV2D-28",0,0
"36360","ENSG00000242536",NA,0,0
"36361","ENSG00000242537",NA,8,8
"36362","ENSG00000242539",NA,0,0
"36363","ENSG00000242540",NA,1,0
"36364","ENSG00000242545",NA,0,0
"36365","ENSG00000242547","RN7SL169P",0,0
"36366","ENSG00000242550","SERPINB10",0,0
"36367","ENSG00000242551","POU5F1P6",0,0
"36368","ENSG00000242552",NA,0,0
"36369","ENSG00000242553",NA,13,22
"36370","ENSG00000242559","RN7SL144P",7,0
"36371","ENSG00000242560","RN7SL797P",0,0
"36372","ENSG00000242561",NA,0,0
"36373","ENSG00000242562","DCAF13P1",14,20
"36374","ENSG00000242565","RN7SL372P",0,0
"36375","ENSG00000242568",NA,0,0
"36376","ENSG00000242571","RPL21P11",6,7
"36377","ENSG00000242573",NA,1,0
"36378","ENSG00000242574","HLA-DMB",695,192
"36379","ENSG00000242575","TUBAP13",0,0
"36380","ENSG00000242578",NA,2,0
"36381","ENSG00000242580","IGKV1D-43",0,0
"36382","ENSG00000242583","KMT5AP3",0,0
"36383","ENSG00000242586",NA,0,0
"36384","ENSG00000242588",NA,484,297
"36385","ENSG00000242590",NA,0,0
"36386","ENSG00000242593",NA,0,0
"36387","ENSG00000242595","RPL26P26",0,2
"36388","ENSG00000242598",NA,0,0
"36389","ENSG00000242599","CSAG4",4,0
"36390","ENSG00000242600","MBL1P",24,13
"36391","ENSG00000242602",NA,5,3
"36392","ENSG00000242607","RPS3AP34",21,16
"36393","ENSG00000242608","RPS23P5",0,0
"36394","ENSG00000242609","CCDC137P",6,0
"36395","ENSG00000242610","OR5BH1P",0,0
"36396","ENSG00000242611",NA,2,0
"36397","ENSG00000242612","DECR2",852,696
"36398","ENSG00000242613",NA,0,0
"36399","ENSG00000242614","RN7SL164P",0,0
"36400","ENSG00000242615",NA,87,63
"36401","ENSG00000242616","GNG10",391,525
"36402","ENSG00000242618",NA,0,0
"36403","ENSG00000242622",NA,125,87
"36404","ENSG00000242628",NA,40,20
"36405","ENSG00000242634",NA,2,4
"36406","ENSG00000242635","RPS14P7",0,0
"36407","ENSG00000242636","RPL21P129",0,1
"36408","ENSG00000242638","RN7SL294P",0,0
"36409","ENSG00000242640",NA,0,0
"36410","ENSG00000242641","LINC00971",0,0
"36411","ENSG00000242650","RN7SL292P",0,0
"36412","ENSG00000242651","RN7SL862P",0,0
"36413","ENSG00000242653","RN7SL132P",0,0
"36414","ENSG00000242654","RPL32P14",0,0
"36415","ENSG00000242657","RN7SL581P",0,0
"36416","ENSG00000242659",NA,6,3
"36417","ENSG00000242660",NA,7,3
"36418","ENSG00000242661","RPS3AP43",4,0
"36419","ENSG00000242667","RPS10P22",4,0
"36420","ENSG00000242668","RN7SL317P",0,0
"36421","ENSG00000242670","RPL22P13",0,0
"36422","ENSG00000242671","LINC02010",0,2
"36423","ENSG00000242673","RN7SL167P",0,0
"36424","ENSG00000242675",NA,0,0
"36425","ENSG00000242683",NA,1,0
"36426","ENSG00000242686","PDE6B-AS1",10,0
"36427","ENSG00000242688","RN7SL304P",0,0
"36428","ENSG00000242689","CNTF",32,24
"36429","ENSG00000242692","RPS27AP1",1,4
"36430","ENSG00000242696","RN7SL40P",0,1
"36431","ENSG00000242697","RPL5P12",0,0
"36432","ENSG00000242699","RN7SL516P",0,0
"36433","ENSG00000242703",NA,0,0
"36434","ENSG00000242705","ICE2P2",0,0
"36435","ENSG00000242706","RPS27AP9",4,0
"36436","ENSG00000242707","RN7SL362P",0,0
"36437","ENSG00000242709","RPL30P9",0,0
"36438","ENSG00000242715","CCDC169",132,43
"36439","ENSG00000242719","RN7SL806P",2,0
"36440","ENSG00000242727",NA,0,0
"36441","ENSG00000242728","UQCRHP4",0,0
"36442","ENSG00000242729",NA,0,0
"36443","ENSG00000242731","FAM86LP",7,8
"36444","ENSG00000242732","RTL5",2244,1603
"36445","ENSG00000242735",NA,0,0
"36446","ENSG00000242736",NA,0,0
"36447","ENSG00000242737",NA,7,1
"36448","ENSG00000242741",NA,1,0
"36449","ENSG00000242747","RPL21P14",74,65
"36450","ENSG00000242748","RPL23AP81",8,13
"36451","ENSG00000242752","NMTRQ-TTG12-1",0,0
"36452","ENSG00000242753",NA,0,0
"36453","ENSG00000242756",NA,102,29
"36454","ENSG00000242757","RPS18P3",0,0
"36455","ENSG00000242759",NA,562,572
"36456","ENSG00000242764","RN7SL824P",0,0
"36457","ENSG00000242766","IGKV1D-17",0,0
"36458","ENSG00000242767","ZBTB20-AS4",0,1
"36459","ENSG00000242768","RPL31P25",0,0
"36460","ENSG00000242769","RN7SL432P",0,0
"36461","ENSG00000242770",NA,0,0
"36462","ENSG00000242771",NA,0,0
"36463","ENSG00000242775",NA,0,0
"36464","ENSG00000242779","ZNF702P",1469,1300
"36465","ENSG00000242781","LINC02050",1,0
"36466","ENSG00000242790",NA,0,0
"36467","ENSG00000242791","PFN2-AS1",5,0
"36468","ENSG00000242793","RPL9P26",0,0
"36469","ENSG00000242794","RN7SL299P",0,0
"36470","ENSG00000242795",NA,0,0
"36471","ENSG00000242797",NA,7,8
"36472","ENSG00000242798",NA,17,15
"36473","ENSG00000242802","AP5Z1",3146,2212
"36474","ENSG00000242807","RPL26P31",0,0
"36475","ENSG00000242808","SOX2-OT",17,3
"36476","ENSG00000242810","MRPL42P6",0,0
"36477","ENSG00000242811","RN7SL229P",0,0
"36478","ENSG00000242814",NA,8,5
"36479","ENSG00000242816",NA,0,0
"36480","ENSG00000242818","RN7SL846P",1,0
"36481","ENSG00000242828",NA,0,0
"36482","ENSG00000242829","RPS26P21",1,2
"36483","ENSG00000242834","RPL7AP56",0,0
"36484","ENSG00000242836","MTCO3P35",0,0
"36485","ENSG00000242837","RPL21P13",0,0
"36486","ENSG00000242841","KRT8P35",1,0
"36487","ENSG00000242849",NA,0,0
"36488","ENSG00000242850",NA,0,0
"36489","ENSG00000242852","ZNF709",30,10
"36490","ENSG00000242853","RN7SL749P",3,0
"36491","ENSG00000242854",NA,0,0
"36492","ENSG00000242855","RN7SL496P",0,0
"36493","ENSG00000242856","VN1R105P",0,0
"36494","ENSG00000242858","RPL13AP14",5,1
"36495","ENSG00000242860","RN7SL180P",0,0
"36496","ENSG00000242861",NA,169,64
"36497","ENSG00000242863","RN7SL677P",0,0
"36498","ENSG00000242865","RN7SL244P",0,0
"36499","ENSG00000242866","STRC",10,3
"36500","ENSG00000242875","RBMY1B",0,0
"36501","ENSG00000242876","RN7SL812P",6,1
"36502","ENSG00000242880",NA,2,9
"36503","ENSG00000242882","RPL5P11",6,6
"36504","ENSG00000242887","IGHJ3",0,0
"36505","ENSG00000242888","RPS2P3",0,1
"36506","ENSG00000242889","RN7SL449P",0,1
"36507","ENSG00000242893","RN7SL413P",1,3
"36508","ENSG00000242894","RN7SL634P",0,2
"36509","ENSG00000242899","RPL7P16",0,0
