"","ENSEMBL","SYMBOL","SRR9309444_SAM_Outputfile_Counts","SRR9309445_SAM_Outputfile_Counts"
"588","ENSG00000042493","CAPG",6114,5044
"589","ENSG00000042753","AP2S1",9690,11320
"590","ENSG00000042781","USH2A",2,0
"591","ENSG00000042813","ZPBP",0,0
"592","ENSG00000042832","TG",5,15
"593","ENSG00000042980","ADAM28",154,41
"594","ENSG00000043039","BARX2",0,4
"595","ENSG00000043093","DCUN1D1",5347,3565
"596","ENSG00000043143","JADE2",2759,1822
"597","ENSG00000043355","ZIC2",3250,5741
"598","ENSG00000043462","LCP2",304,83
"599","ENSG00000043514","TRIT1",1485,1328
"600","ENSG00000043591","ADRB1",1,2
"601","ENSG00000044012","GUCA2B",0,0
"602","ENSG00000044090","CUL7",10254,5686
"603","ENSG00000044115","CTNNA1",75491,74912
"604","ENSG00000044446","PHKA2",3262,2239
"605","ENSG00000044459","CNTLN",665,412
"606","ENSG00000044524","EPHA3",77,73
"607","ENSG00000044574","HSPA5",44145,73458
"608","ENSG00000046604","DSG2",2561,1150
"609","ENSG00000046647","GEMIN8",1139,1150
"610","ENSG00000046651","OFD1",2236,1675
"611","ENSG00000046653","GPM6B",572,286
"612","ENSG00000046774","MAGEC2",0,0
"613","ENSG00000046889","PREX2",624,119
"614","ENSG00000047056","WDR37",2323,2448
"615","ENSG00000047188","YTHDC2",3776,2580
"616","ENSG00000047230","CTPS2",5386,5265
"617","ENSG00000047249","ATP6V1H",4763,4416
"618","ENSG00000047315","POLR2B",8835,6660
"619","ENSG00000047346","FAM214A",1744,1594
"620","ENSG00000047365","ARAP2",475,55
"621","ENSG00000047410","TPR",17434,12335
"622","ENSG00000047457","CP",308,71
"623","ENSG00000047578","KATNIP",4172,3684
"624","ENSG00000047579","DTNBP1",1070,866
"625","ENSG00000047597","XK",58,29
"626","ENSG00000047617","ANO2",3,11
"627","ENSG00000047621","C12orf4",2082,1926
"628","ENSG00000047634","SCML1",1625,927
"629","ENSG00000047644","WWC3",9795,5789
"630","ENSG00000047648","ARHGAP6",1121,825
"631","ENSG00000047662","FAM184B",11,11
"632","ENSG00000047849","MAP4",123376,111990
"633","ENSG00000047932","GOPC",5102,4113
"634","ENSG00000047936","ROS1",85,208
"635","ENSG00000048028","USP28",2580,1914
"636","ENSG00000048052","HDAC9",1733,1419
"637","ENSG00000048140","TSPAN17",7705,7108
"638","ENSG00000048162","NOP16",1966,1657
"639","ENSG00000048342","CC2D2A",2715,3158
"640","ENSG00000048392","RRM2B",21328,8622
"641","ENSG00000048405","ZNF800",2947,1698
"642","ENSG00000048462","TNFRSF17",9,12
"643","ENSG00000048471","SNX29",2716,3148
"644","ENSG00000048540","LMO3",7,15
"645","ENSG00000048544","MRPS10",4114,3454
"646","ENSG00000048545","GUCA1A",4,1
"647","ENSG00000048649","RSF1",12304,9178
"648","ENSG00000048707","VPS13D",13151,10866
"649","ENSG00000048740","CELF2",8941,12092
"650","ENSG00000048828","FAM120A",28077,27037
"651","ENSG00000048991","R3HDM1",3883,4520
"652","ENSG00000049089","COL9A2",289,143
"653","ENSG00000049130","KITLG",2873,1108
"654","ENSG00000049167","ERCC8",1296,917
"655","ENSG00000049192","ADAMTS6",6109,4257
"656","ENSG00000049239","H6PD",8525,8416
"657","ENSG00000049245","VAMP3",16503,13296
"658","ENSG00000049246","PER3",1817,1728
"659","ENSG00000049247","UTS2",14,0
"660","ENSG00000049249","TNFRSF9",64,19
"661","ENSG00000049283","EPN3",28,17
"662","ENSG00000049323","LTBP1",78914,42918
"663","ENSG00000049449","RCN1",12395,10003
"664","ENSG00000049540","ELN",165067,63413
"665","ENSG00000049541","RFC2",931,942
"666","ENSG00000049618","ARID1B",8676,6431
"667","ENSG00000049656","CLPTM1L",14927,16419
"668","ENSG00000049759","NEDD4L",1996,2009
"669","ENSG00000049768","FOXP3",7,25
"670","ENSG00000049769","PPP1R3F",2121,996
"671","ENSG00000049860","HEXB",14646,10717
"672","ENSG00000049883","PTCD2",1504,876
"673","ENSG00000050030","NEXMIF",12,12
"674","ENSG00000050130","JKAMP",6202,4611
"675","ENSG00000050165","DKK3",94419,73557
"676","ENSG00000050327","ARHGEF5",888,790
"677","ENSG00000050344","NFE2L3",1351,531
"678","ENSG00000050393","MCUR1",3724,3083
"679","ENSG00000050405","LIMA1",51261,31512
"680","ENSG00000050426","LETMD1",3213,1827
"681","ENSG00000050438","SLC4A8",240,153
"682","ENSG00000050555","LAMC3",2384,621
"683","ENSG00000050628","PTGER3",84,18
"684","ENSG00000050730","TNIP3",8,6
"685","ENSG00000050748","MAPK9",5330,4163
"686","ENSG00000050767","COL23A1",90,8
"687","ENSG00000050820","BCAR1",18621,16367
"688","ENSG00000051009","FHIP1B",2498,2162
"689","ENSG00000051108","HERPUD1",13992,8083
"690","ENSG00000051128","HOMER3",4012,3584
"691","ENSG00000051180","RAD51",347,318
"692","ENSG00000051341","POLQ",88,138
"693","ENSG00000051382","PIK3CB",3902,2866
"694","ENSG00000051523","CYBA",9415,7453
"695","ENSG00000051596","THOC3",1374,975
"696","ENSG00000051620","HEBP2",6099,4247
"697","ENSG00000051825","MPHOSPH9",1644,1343
"698","ENSG00000052126","PLEKHA5",3352,2615
"699","ENSG00000052344","PRSS8",5,2
"700","ENSG00000052723","SIKE1",3860,2488
"701","ENSG00000052749","RRP12",4914,3075
"702","ENSG00000052795","FNIP2",10194,7406
"703","ENSG00000052802","MSMO1",10333,13032
"704","ENSG00000052841","TTC17",12430,7072
"705","ENSG00000052850","ALX4",844,1858
"706","ENSG00000053108","FSTL4",16,3
"707","ENSG00000053254","FOXN3",18719,14559
"708","ENSG00000053328","METTL24",14,13
"709","ENSG00000053371","AKR7A2",4538,4213
"710","ENSG00000053372","MRTO4",2698,2791
"711","ENSG00000053438","NNAT",70,27
"712","ENSG00000053501","USE1",1024,1005
"713","ENSG00000053524","MCF2L2",252,66
"714","ENSG00000053702","NRIP2",260,132
"715","ENSG00000053747","LAMA3",142,123
"716","ENSG00000053770","AP5M1",4409,3166
"717","ENSG00000053900","ANAPC4",1302,988
"718","ENSG00000053918","KCNQ1",106,21
"719","ENSG00000054116","TRAPPC3",7156,6657
"720","ENSG00000054118","THRAP3",14132,20023
"721","ENSG00000054148","PHPT1",9986,8110
"722","ENSG00000054179","ENTPD2",23,9
"723","ENSG00000054219","LY75",114,100
"724","ENSG00000054267","ARID4B",5571,3065
"725","ENSG00000054277","OPN3",1424,1644
"726","ENSG00000054282","SDCCAG8",1466,1253
"727","ENSG00000054356","PTPRN",29,27
"728","ENSG00000054392","HHAT",558,545
"729","ENSG00000054523","KIF1B",14921,11972
"730","ENSG00000054598","FOXC1",28041,21520
"731","ENSG00000054611","TBC1D22A",4446,6130
"732","ENSG00000054654","SYNE2",2087,1230
"733","ENSG00000054690","PLEKHH1",247,186
"734","ENSG00000054793","ATP9A",17548,15465
"735","ENSG00000054796","SPO11",0,0
"736","ENSG00000054803","CBLN4",0,0
"737","ENSG00000054938","CHRDL2",21,17
"738","ENSG00000054965","FAM168A",15078,13290
"739","ENSG00000054967","RELT",2391,2012
"740","ENSG00000054983","GALC",2151,1760
"741","ENSG00000055044","NOP58",2590,2573
"742","ENSG00000055070","SZRD1",16103,18278
"743","ENSG00000055118","KCNH2",64,30
"744","ENSG00000055130","CUL1",8673,6657
"745","ENSG00000055147","FAM114A2",2380,2052
"746","ENSG00000055163","CYFIP2",5364,4087
"747","ENSG00000055208","TAB2",16586,9818
"748","ENSG00000055211","GINM1",12097,7462
"749","ENSG00000055332","EIF2AK2",10964,7727
"750","ENSG00000055483","USP36",5318,3988
"751","ENSG00000055609","KMT2C",11951,8338
"752","ENSG00000055732","MCOLN3",96,7
"753","ENSG00000055813","CCDC85A",64,119
"754","ENSG00000055917","PUM2",11026,6674
"755","ENSG00000055950","MRPL43",4655,4218
"756","ENSG00000055955","ITIH4",25,15
"757","ENSG00000055957","ITIH1",2,0
"758","ENSG00000056050","HPF1",1234,898
"759","ENSG00000056097","ZFR",19331,13275
"760","ENSG00000056277","ZNF280C",426,255
"761","ENSG00000056291","NPFFR2",0,0
"762","ENSG00000056487","PHF21B",2,0
"763","ENSG00000056558","TRAF1",4031,3968
"764","ENSG00000056586","RC3H2",16530,14259
"765","ENSG00000056736","IL17RB",218,111
"766","ENSG00000056972","TRAF3IP2",2783,2819
"767","ENSG00000056998","GYG2",310,391
"768","ENSG00000057019","DCBLD2",19220,12808
"769","ENSG00000057149","SERPINB3",0,0
"770","ENSG00000057252","SOAT1",4535,2955
"771","ENSG00000057294","PKP2",4334,3917
"772","ENSG00000057468","MSH4",13,1
"773","ENSG00000057593","F7",27,18
"774","ENSG00000057608","GDI2",25301,21564
"775","ENSG00000057657","PRDM1",282,98
"776","ENSG00000057663","ATG5",3322,1942
"777","ENSG00000057704","TMCC3",153,21
"778","ENSG00000057757","PITHD1",3911,3216
"779","ENSG00000057935","MTA3",4721,4177
"780","ENSG00000058056","USP13",3291,3126
"781","ENSG00000058063","ATP11B",11339,8569
"782","ENSG00000058085","LAMC2",11610,5557
"783","ENSG00000058091","CDK14",2692,2583
"784","ENSG00000058262","SEC61A1",58684,60502
"785","ENSG00000058272","PPP1R12A",23453,13715
"786","ENSG00000058335","RASGRF1",24,60
"787","ENSG00000058404","CAMK2B",122,59
"788","ENSG00000058453","CROCC",2012,1237
"789","ENSG00000058600","POLR3E",3813,2744
"790","ENSG00000058668","ATP2B4",60079,68423
"791","ENSG00000058673","ZC3H11A",58,87
"792","ENSG00000058729","RIOK2",2585,1497
"793","ENSG00000058799","YIPF1",2261,1910
"794","ENSG00000058804","NDC1",1854,1394
"795","ENSG00000058866","DGKG",41,31
"796","ENSG00000059122","FLYWCH1",10906,6099
"797","ENSG00000059145","UNKL",1319,978
"798","ENSG00000059377","TBXAS1",283,84
"799","ENSG00000059378","PARP12",4824,3652
"800","ENSG00000059573","ALDH18A1",17641,14836
"801","ENSG00000059588","TARBP1",2535,1629
"802","ENSG00000059691","GATB",1191,1108
"803","ENSG00000059728","MXD1",1762,1233
"804","ENSG00000059758","CDK17",4363,2711
"805","ENSG00000059769","DNAJC25",1340,783
"806","ENSG00000059804","SLC2A3",25522,13807
"807","ENSG00000059915","PSD",323,178
"808","ENSG00000060069","CTDP1",3581,3087
"809","ENSG00000060138","YBX3",34054,31191
"810","ENSG00000060140","STYK1",155,375
"811","ENSG00000060237","WNK1",40676,25735
"812","ENSG00000060303","RPS17P5",0,0
"813","ENSG00000060339","CCAR1",4455,3219
"814","ENSG00000060491","OGFR",5988,4993
"815","ENSG00000060558","GNA15",124,16
"816","ENSG00000060566","CREB3L3",0,0
"817","ENSG00000060642","PIGV",1320,1269
"818","ENSG00000060656","PTPRU",2140,1955
"819","ENSG00000060688","SNRNP40",2691,2096
"820","ENSG00000060709","RIMBP2",2,1
"821","ENSG00000060718","COL11A1",29722,15389
"822","ENSG00000060749","QSER1",5051,3880
"823","ENSG00000060762","MPC1",1130,1091
"824","ENSG00000060971","ACAA1",2534,2611
"825","ENSG00000060982","BCAT1",11137,8172
"826","ENSG00000061273","HDAC7",18205,15521
"827","ENSG00000061337","LZTS1",10935,10889
"828","ENSG00000061455","PRDM6",28,17
"829","ENSG00000061492","WNT8A",3,0
"830","ENSG00000061656","SPAG4",1544,1125
"831","ENSG00000061676","NCKAP1",42792,24641
"832","ENSG00000061794","MRPS35",3171,2554
"833","ENSG00000061918","GUCY1B1",531,124
"834","ENSG00000061936","SFSWAP",4961,3584
"835","ENSG00000061938","TNK2",8136,4129
"836","ENSG00000061987","MON2",7206,5423
"837","ENSG00000062038","CDH3",66,33
"838","ENSG00000062096","ARSF",0,0
"839","ENSG00000062194","GPBP1",8553,5279
"840","ENSG00000062282","DGAT2",155,23
"841","ENSG00000062370","ZNF112",221,271
"842","ENSG00000062485","CS",15272,15908
"843","ENSG00000062524","LTK",168,154
"844","ENSG00000062582","MRPS24",413,765
"845","ENSG00000062598","ELMO2",6623,5047
"846","ENSG00000062650","WAPL",8058,6028
"847","ENSG00000062716","VMP1",27286,13305
"848","ENSG00000062725","APPBP2",6334,3809
"849","ENSG00000062822","POLD1",1537,1023
"850","ENSG00000063015","SEZ6",25,43
"851","ENSG00000063046","EIF4B",34612,29547
"852","ENSG00000063127","SLC6A16",288,170
"853","ENSG00000063169","BICRA",1904,1593
"854","ENSG00000063176","SPHK2",1759,1973
"855","ENSG00000063177","RPL18",40460,31724
"856","ENSG00000063180","CA11",1533,1366
"857","ENSG00000063241","ISOC2",3840,4049
"858","ENSG00000063244","U2AF2",14364,12496
"859","ENSG00000063245","EPN1",17610,16678
"860","ENSG00000063322","MED29",5867,5600
"861","ENSG00000063438","AHRR",285,202
"862","ENSG00000063515","GSC2",2,2
"863","ENSG00000063587","ZNF275",5546,4774
"864","ENSG00000063601","MTMR1",4757,4411
"865","ENSG00000063660","GPC1",72730,60182
"866","ENSG00000063761","ADCK1",658,622
"867","ENSG00000063854","HAGH",7198,6658
"868","ENSG00000063978","RNF4",8861,8392
"869","ENSG00000064012","CASP8",640,504
"870","ENSG00000064042","LIMCH1",657,1982
"871","ENSG00000064102","INTS13",3573,2578
"872","ENSG00000064115","TM7SF3",8441,7120
"873","ENSG00000064195","DLX3",0,0
"874","ENSG00000064199","SPA17",283,308
"875","ENSG00000064201","TSPAN32",78,46
"876","ENSG00000064205","CCN5",2896,420
"877","ENSG00000064218","DMRT3",0,0
"878","ENSG00000064225","ST3GAL6",607,186
"879","ENSG00000064270","ATP2C2",21,25
"880","ENSG00000064300","NGFR",4,80
"881","ENSG00000064309","CDON",297,195
"882","ENSG00000064313","TAF2",4490,3741
"883","ENSG00000064393","HIPK2",10376,13299
"884","ENSG00000064419","TNPO3",8365,5867
"885","ENSG00000064489",NA,3,8
"886","ENSG00000064490","RFXANK",2071,1712
"887","ENSG00000064545","TMEM161A",2902,2517
"888","ENSG00000064547","LPAR2",239,125
"889","ENSG00000064601","CTSA",18995,17283
"890","ENSG00000064607","SUGP2",11692,9577
"891","ENSG00000064651","SLC12A2",6174,7993
"892","ENSG00000064652","SNX24",1033,846
"893","ENSG00000064655","EYA2",19,15
"894","ENSG00000064666","CNN2",27169,29653
"895","ENSG00000064687","ABCA7",2260,918
"896","ENSG00000064692","SNCAIP",23,15
"897","ENSG00000064703","DDX20",2177,1412
"898","ENSG00000064726","BTBD1",10914,8104
"899","ENSG00000064763","FAR2",1929,2326
"900","ENSG00000064787","BCAS1",0,7
"901","ENSG00000064835","POU1F1",0,3
"902","ENSG00000064886","CHI3L2",40,8
"903","ENSG00000064932","SBNO2",10747,8916
"904","ENSG00000064933","PMS1",1770,1069
"905","ENSG00000064961","HMG20B",12680,8647
"906","ENSG00000064989","CALCRL",1389,695
"907","ENSG00000064995","TAF11",3133,2208
"908","ENSG00000064999","ANKS1A",7286,4662
"909","ENSG00000065000","AP3D1",32129,27721
"910","ENSG00000065029","ZNF76",1917,1964
"911","ENSG00000065054","SLC9A3R2",12607,14441
"912","ENSG00000065057","NTHL1",1027,662
"913","ENSG00000065060","UHRF1BP1",7677,5148
"914","ENSG00000065135","GNAI3",10025,7740
"915","ENSG00000065150","IPO5",35893,41612
"916","ENSG00000065154","OAT",17089,17454
"917","ENSG00000065183","WDR3",2187,1770
"918","ENSG00000065243","PKN2",6131,3470
"919","ENSG00000065268","WDR18",2760,2752
"920","ENSG00000065308","TRAM2",62220,71665
"921","ENSG00000065320","NTN1",282,289
"922","ENSG00000065325","GLP2R",179,44
"923","ENSG00000065328","MCM10",17,78
"924","ENSG00000065357","DGKA",13325,11721
"925","ENSG00000065361","ERBB3",9463,11285
"926","ENSG00000065371","ROPN1",1,0
"927","ENSG00000065413","ANKRD44",1526,853
"928","ENSG00000065427","KARS1",13085,12246
"929","ENSG00000065457","ADAT1",3748,3049
"930","ENSG00000065485","PDIA5",5107,6382
"931","ENSG00000065491","TBC1D22B",4990,3017
"932","ENSG00000065518","NDUFB4",5919,5593
"933","ENSG00000065526","SPEN",13348,12232
"934","ENSG00000065534","MYLK",94339,25806
"935","ENSG00000065548","ZC3H15",5392,4099
"936","ENSG00000065559","MAP2K4",3986,3418
"937","ENSG00000065600","PACC1",1521,810
"938","ENSG00000065609","SNAP91",70,35
"939","ENSG00000065613","SLK",12420,7513
"940","ENSG00000065615","CYB5R4",1037,1001
"941","ENSG00000065618","COL17A1",19,10
"942","ENSG00000065621","GSTO2",112,15
"943","ENSG00000065665","SEC61A2",915,661
"944","ENSG00000065675","PRKCQ",9,7
"945","ENSG00000065717","TLE2",2603,1184
"946","ENSG00000065802","ASB1",9401,8485
"947","ENSG00000065809","FAM107B",5623,5948
"948","ENSG00000065833","ME1",4335,4132
"949","ENSG00000065882","TBC1D1",20618,20488
"950","ENSG00000065883","CDK13",8350,5550
"951","ENSG00000065911","MTHFD2",18158,7476
"952","ENSG00000065923","SLC9A7",17599,12830
"953","ENSG00000065970","FOXJ2",7292,4886
"954","ENSG00000065978","YBX1",63453,65276
"955","ENSG00000065989","PDE4A",7285,6578
"956","ENSG00000066027","PPP2R5A",4809,2160
"957","ENSG00000066032","CTNNA2",3,1
"958","ENSG00000066044","ELAVL1",8318,8754
"959","ENSG00000066056","TIE1",84,10
"960","ENSG00000066084","DIP2B",5712,4617
"961","ENSG00000066117","SMARCD1",5067,5134
"962","ENSG00000066135","KDM4A",2527,1850
"963","ENSG00000066136","NFYC",2584,2721
"964","ENSG00000066185","ZMYND12",67,67
"965","ENSG00000066230","SLC9A3",473,317
"966","ENSG00000066248","NGEF",379,770
"967","ENSG00000066279","ASPM",138,277
"968","ENSG00000066294","CD84",2606,343
"969","ENSG00000066322","ELOVL1",9772,10488
"970","ENSG00000066336","SPI1",967,118
"971","ENSG00000066379","POLR1H",993,699
"972","ENSG00000066382","MPPED2",3,0
"973","ENSG00000066405","CLDN18",59,51
"974","ENSG00000066422","ZBTB11",4224,2105
"975","ENSG00000066427","ATXN3",1996,1192
"976","ENSG00000066455","GOLGA5",9288,7191
"977","ENSG00000066468","FGFR2",383,493
"978","ENSG00000066557","LRRC40",1444,820
"979","ENSG00000066583","ISOC1",891,580
"980","ENSG00000066629","EML1",2676,1754
"981","ENSG00000066651","TRMT11",1593,1011
"982","ENSG00000066654","THUMPD1",3583,2378
"983","ENSG00000066697","MSANTD3",4431,5010
"984","ENSG00000066735","KIF26A",151,49
"985","ENSG00000066739","ATG2B",5627,4576
"986","ENSG00000066777","ARFGEF1",9399,4639
"987","ENSG00000066813","ACSM2B",1,0
"988","ENSG00000066827","ZFAT",1887,1123
"989","ENSG00000066855","MTFR1",2293,1481
"990","ENSG00000066923","STAG3",459,204
"991","ENSG00000066926","FECH",2732,2978
"992","ENSG00000066933","MYO9A",7671,6290
"993","ENSG00000067048","DDX3Y",5,6
"994","ENSG00000067057","PFKP",34493,38496
"995","ENSG00000067064","IDI1",6176,8800
"996","ENSG00000067066","SP100",15036,13052
"997","ENSG00000067082","KLF6",26770,15586
"998","ENSG00000067113","PLPP1",3784,3079
"999","ENSG00000067141","NEO1",17711,17539
"1000","ENSG00000067167","TRAM1",32261,22936
"1001","ENSG00000067177","PHKA1",1046,1010
"1002","ENSG00000067182","TNFRSF1A",15448,16059
"1003","ENSG00000067191","CACNB1",2008,2129
"1004","ENSG00000067208","EVI5",5578,5176
"1005","ENSG00000067221","STOML1",2225,1720
"1006","ENSG00000067225","PKM",168515,265581
"1007","ENSG00000067248","DHX29",4521,3884
"1008","ENSG00000067334","DNTTIP2",6004,4986
"1009","ENSG00000067365","METTL22",2628,1981
"1010","ENSG00000067369","TP53BP1",11843,10084
"1011","ENSG00000067445","TRO",3602,3494
"1012","ENSG00000067533","RRP15",1725,1500
"1013","ENSG00000067560","RHOA",102158,105034
"1014","ENSG00000067596","DHX8",7221,6985
"1015","ENSG00000067601","PMS2P4",248,177
"1016","ENSG00000067606","PRKCZ",548,458
"1017","ENSG00000067646","ZFY",2,0
"1018","ENSG00000067704","IARS2",15387,12176
"1019","ENSG00000067715","SYT1",18,78
"1020","ENSG00000067798","NAV3",20569,14715
"1021","ENSG00000067829","IDH3G",5271,5578
"1022","ENSG00000067836","ROGDI",1033,965
"1023","ENSG00000067840","PDZD4",4160,7717
"1024","ENSG00000067842","ATP2B3",49,15
"1025","ENSG00000067900","ROCK1",17099,10923
"1026","ENSG00000067955","CBFB",3217,2530
"1027","ENSG00000067992","PDK3",9332,14400
"1028","ENSG00000068001","HYAL2",3717,2754
"1029","ENSG00000068024","HDAC4",2727,2170
"1030","ENSG00000068028","RASSF1",4051,3261
"1031","ENSG00000068078","FGFR3",1686,2832
"1032","ENSG00000068079","IFI35",1573,1568
"1033","ENSG00000068097","HEATR6",3804,2898
"1034","ENSG00000068120","COASY",6603,5913
"1035","ENSG00000068137","PLEKHH3",3901,3581
"1036","ENSG00000068305","MEF2A",17399,13574
"1037","ENSG00000068308","OTUD5",12737,9973
"1038","ENSG00000068323","TFE3",11267,14098
"1039","ENSG00000068354","TBC1D25",2670,2654
"1040","ENSG00000068366","ACSL4",12713,12231
"1041","ENSG00000068383","INPP5A",7636,6931
"1042","ENSG00000068394","GPKOW",2716,2795
"1043","ENSG00000068400","GRIPAP1",3133,3315
"1044","ENSG00000068438","FTSJ1",4970,4926
"1045","ENSG00000068489","PRR11",898,1085
"1046","ENSG00000068615","REEP1",67,47
"1047","ENSG00000068650","ATP11A",3953,3136
"1048","ENSG00000068654","POLR1A",8866,8077
"1049","ENSG00000068697","LAPTM4A",31179,26139
"1050","ENSG00000068724","TTC7A",6429,5980
"1051","ENSG00000068745","IP6K2",5012,3784
"1052","ENSG00000068781","STON1-GTF2A1L",14,27
"1053","ENSG00000068784","SRBD1",1306,1420
"1054","ENSG00000068796","KIF2A",5511,3339
"1055","ENSG00000068831","RASGRP2",2194,3621
"1056","ENSG00000068878","PSME4",13546,11911
"1057","ENSG00000068885","IFT80",765,790
"1058","ENSG00000068903","SIRT2",5960,5176
"1059","ENSG00000068912","ERLEC1",16169,10860
"1060","ENSG00000068971","PPP2R5B",10866,9779
"1061","ENSG00000068976","PYGM",1238,1049
"1062","ENSG00000068985","PAGE1",0,0
"1063","ENSG00000069011","PITX1",265,240
"1064","ENSG00000069018","TRPC7",0,1
"1065","ENSG00000069020","MAST4",2128,1033
"1066","ENSG00000069122","ADGRF5",209,54
"1067","ENSG00000069188","SDK2",3427,4402
"1068","ENSG00000069206","ADAM7",0,0
"1069","ENSG00000069248","NUP133",5039,4117
"1070","ENSG00000069275","NUCKS1",32522,30927
"1071","ENSG00000069329","VPS35",14934,10285
"1072","ENSG00000069345","DNAJA2",8413,6499
"1073","ENSG00000069399","BCL3",2521,3048
"1074","ENSG00000069424","KCNAB2",2886,1479
"1075","ENSG00000069431","ABCC9",327,79
"1076","ENSG00000069482","GAL",518,27
"1077","ENSG00000069493","CLEC2D",90,38
"1078","ENSG00000069509","FUNDC1",905,755
"1079","ENSG00000069535","MAOB",10,12
"1080","ENSG00000069667","RORA",2717,1429
"1081","ENSG00000069696","DRD4",81,42
"1082","ENSG00000069702","TGFBR3",1137,1677
"1083","ENSG00000069764","PLA2G10",28,0
"1084","ENSG00000069812","HES2",907,669
"1085","ENSG00000069849","ATP1B3",14537,15690
"1086","ENSG00000069869","NEDD4",3470,1528
"1087","ENSG00000069943","PIGB",1075,1021
"1088","ENSG00000069956","MAPK6",9732,6521
"1089","ENSG00000069966","GNB5",5785,4508
"1090","ENSG00000069974","RAB27A",1595,1154
